steps|precision|actual value|calculated value
1024|4761349348.612369|32752616565518.016|32615500232175.633
1024|4761349348.612369|33727325928969.348|33585990946938.387
1024|4761349348.612369|34731042389954.504|34585359104044.08
2048|1195664539.8051388|2.0|2.0
2048|1195664539.8051388|2.0540730241633884|2.054071361375154
2048|1195664539.8051388|2.108824736506098|2.108821360879988
2048|1195664539.8051388|2.164265739790638|2.1642606001662763
2048|1195664539.8051388|2.220406790472705|2.2203998345570732
2048|1195664539.8051388|2.2772588009840877|2.277249975329204
2048|1195664539.8051388|2.3348328420491864|2.334822092029385
2048|1195664539.8051388|2.3931401450356864|2.3931274148244697
2048|1195664539.8051388|2.4521921043398587|2.4521773368863227
2048|1195664539.8051388|2.512000279807009|2.5119834168118373
2048|1195664539.8051388|2.572576399187598|2.5725573810786138
2048|1195664539.8051388|2.6339323606295553|2.6339111265368222
2048|1195664539.8051388|2.696080235207324|2.69605672293779
2048|1195664539.8051388|2.7590322694881766|2.759006415499853
2048|1195664539.8051388|2.8228008881363555|2.8227726275120193
2048|1195664539.8051388|2.887398696555591|2.8873679629760103
2048|1195664539.8051388|2.9528384835705763|2.9528052092872374
2048|1195664539.8051388|3.019133224147958|3.0190973399552985
2048|1195664539.8051388|3.0862960821574363|3.0862575173645688
2048|1195664539.8051388|3.154340413173567|3.1542990955754875
2048|1195664539.8051388|3.2232797673188713|3.223235623167134
2048|1195664539.8051388|3.293127892148841|3.2930808461217063
2048|1195664539.8051388|3.36389873557949|3.3638487107515216
2048|1195664539.8051388|3.435606448858056|3.435553366669166
2048|1195664539.8051388|3.5082653895775007|3.508209169801431
2048|1195664539.8051388|3.5818901247354535|3.5818306854476805
2048|1195664539.8051388|3.656495433838257|3.656432691383311
2048|1195664539.8051388|3.73209631205077|3.7320301810089664
2048|1195664539.8051388|3.8087079733926235|3.8086383665461807
2048|1195664539.8051388|3.8863458539815965|3.8862726822801426
2048|1195664539.8051388|3.965025615324816|3.9649487878502696
2048|1195664539.8051388|4.044763147658489|4.044682571589301
2048|1195664539.8051388|4.125574573336882|4.12549015391163
2048|1195664539.8051388|4.2074762502712755|4.207387890751594
2048|1195664539.8051388|4.290484775419623|4.290392377052468
2048|1195664539.8051388|4.374616988327682|4.374520450306908
2048|1195664539.8051388|4.4598899747223575|4.459789194149601
2048|1195664539.8051388|4.546321070158041|4.546215942002899
2048|1195664539.8051388|4.633927863716728|4.633818280776212
2048|1195664539.8051388|4.722728201762699|4.722614054619959
2048|1195664539.8051388|4.812740191752583|4.812621368734885
2048|1195664539.8051388|4.903982206101602|4.903858593237549
2048|1195664539.8051388|4.996472886106847|4.996344367082834
2048|1195664539.8051388|5.090231145928428|5.090097602044296
2048|1195664539.8051388|5.18527617662932|5.185137486753229
2048|1195664539.8051388|5.281627450274814|5.281483490797296
2048|1195664539.8051388|5.3793047240924325|5.3791553688796165
2048|1195664539.8051388|5.478328044693201|5.478173165039199
2048|1195664539.8051388|5.578717752355182|5.578557216933622
2048|1195664539.8051388|5.680494485370206|5.680328160184888
2048|1195664539.8051388|5.7836791844547015|5.783506932789379
2048|1195664539.8051388|5.888293097225624|5.888114779592866
2048|1195664539.8051388|5.994357782742366|5.994173256831522
2048|1195664539.8051388|6.101895116115706|6.101704236739931
2048|1195664539.8051388|6.210927293184732|6.210729912227056
2048|1195664539.8051388|6.32147683526276|6.3212728016212045
2048|1195664539.8051388|6.433566593953271|6.433355753484972
2048|1195664539.8051388|6.547219756036891|6.547001951501229
2048|1195664539.8051388|6.66245984843047|6.6622349194311825
2048|1195664539.8051388|6.779310743219319|6.779078526145583
2048|1195664539.8051388|6.897796662763696|6.897556990730152
2048|1195664539.8051388|7.017942184880623|7.017694887666332
2048|1195664539.8051388|7.139772248102156|7.139517152088469
2048|1195664539.8051388|7.263312157011239|7.263049085118552
2048|1195664539.8051388|7.388587587656268|7.388316359279664
2048|1195664539.8051388|7.515624593045565|7.515345023989299
2048|1195664539.8051388|7.644449608722899|7.644161511133721
2048|1195664539.8051388|7.775089458425285|7.774792640724573
2048|1195664539.8051388|7.907571359824254|7.907265626638947
2048|1195664539.8051388|8.04192293035184|8.041608082444137
2048|1195664539.8051388|8.17817219311252|8.17784802730834
2048|1195664539.8051388|8.316347582882408|8.316013891998564
2048|1195664539.8051388|8.45647795219694|8.456134524967036
2048|1195664539.8051388|8.5985925775284|8.598239198527414
2048|1195664539.8051388|8.742721165554617|8.742357615122131
2048|1195664539.8051388|8.888893859520122|8.888519913682211
2048|1195664539.8051388|9.03714124569122|9.036756676080936
2048|1195664539.8051388|9.187494359906255|9.18709893368273
2048|1195664539.8051388|9.339984694222585|9.339578173988688
2048|1195664539.8051388|9.494644203661625|9.494226347380156
2048|1195664539.8051388|9.651505313053406|9.651075873961823
2048|1195664539.8051388|9.810600923982157|9.810159650505788
2048|1195664539.8051388|9.971964421834379|9.971511057498109
2048|1195664539.8051388|10.135629682950917|10.13516396628931
2048|1195664539.8051388|10.301631081884599|10.301152746350425
2048|1195664539.8051388|10.470003498764937|10.46951227263611
2048|1195664539.8051388|10.64078232677155|10.640277933056407
2048|1195664539.8051388|10.814003479717863|10.813485636058777
2048|1195664539.8051388|10.989703399746709|10.989171818322014
2048|1195664539.8051388|11.167919065139523|11.167373452563696
2048|1195664539.8051388|11.348687998240763|11.348128055462869
2048|1195664539.8051388|11.532048273499289|11.531473695699628
2048|1195664539.8051388|11.718038525628419|11.717449002113357
2048|1195664539.8051388|11.906697957886403|11.90609317198136
2048|1195664539.8051388|12.098066350479103|12.097445979419657
2048|1195664539.8051388|12.292184069086703|12.29154778390778
2048|1195664539.8051388|12.489092073516213|12.488439538939346
2048|1195664539.8051388|12.688831926481733|12.688162800800324
2048|1195664539.8051388|12.891445802514239|12.890759737476833
2048|1195664539.8051388|13.096976497002924|13.096273137694409
2048|1195664539.8051388|13.305467435369932|13.304746420090684
2048|1195664539.8051388|13.516962682380527|13.51622364252342
2048|1195664539.8051388|13.731506951590653|13.730749511515937
2048|1195664539.8051388|13.949145614933967|13.948369391841926
2048|1195664539.8051388|14.169924712450298|14.169129316251716
2048|1195664539.8051388|14.393890962157787|14.393075995342123
2048|1195664539.8051388|14.62109177007065|14.620256827571925
2048|1195664539.8051388|14.851575240364822|14.850719909425159
2048|1195664539.8051388|15.085390185693669|15.084514045724445
2048|1195664539.8051388|15.322586137655927|15.32168876009651
2048|1195664539.8051388|15.563213357418144|15.562294305592172
2048|1195664539.8051388|15.807322846493927|15.806381675463046
2048|1195664539.8051388|16.054966357682236|16.054002614097342
2048|1195664539.8051388|16.30619640616722|16.30520962811707
2048|1195664539.8051388|16.5610662807818|16.56005599763899
2048|1195664539.8051388|16.819630055437504|16.8185957877018
2048|1195664539.8051388|17.081942600723085|17.080883859861967
2048|1195664539.8051388|17.348059595674272|17.346975883960752
2048|1195664539.8051388|17.618037539717232|17.616928350064853
2048|1195664539.8051388|17.891933764788387|17.89079858058331
2048|1195664539.8051388|18.169806447633036|18.168644742563266
2048|1195664539.8051388|18.451714622285614|18.450525860167215
2048|1195664539.8051388|18.737718192734075|18.736501827334386
2048|1195664539.8051388|19.027877945771223|19.026633420629025
2048|1195664539.8051388|19.322255564035803|19.32098231227831
2048|1195664539.8051388|19.620913639245998|19.61961108340275
2048|1195664539.8051388|19.92391568562833|19.92258323744179
2048|1195664539.8051388|20.231326153544735|20.22996321377763
2048|1195664539.8051388|20.543210443320767|20.54181640156014
2048|1195664539.8051388|20.85963491927804|20.858209153735817
2048|1195664539.8051388|21.18066692397366|21.179208801283824
2048|1195664539.8051388|21.506374792649865|21.50488366766213
2048|1195664539.8051388|21.836827867897053|21.835303083466926
2048|1195664539.8051388|22.172096514533166|22.1705374013084
2048|1195664539.8051388|22.512252134702724|22.5106580109061
2048|1195664539.8051388|22.85736718319875|22.855737354407058
2048|1195664539.8051388|23.207515183010845|23.205848941930103
2048|1195664539.8051388|23.562770741102813|23.561067367339575
2048|1195664539.8051388|23.923209564423182|23.921468324251872
2048|1195664539.8051388|24.288908476151935|24.287128622278246
2048|1195664539.8051388|24.659945432187268|24.658126203507397
2048|1195664539.8051388|25.03639953787561|25.034540159231362
2048|1195664539.8051388|25.418351064988528|25.416450746918265
2048|1195664539.8051388|25.805881468950396|25.803939407435596
2048|1195664539.8051388|26.19907340632023|26.19708878252775
2048|1195664539.8051388|26.59801075253171|26.59598273255157
2048|1195664539.8051388|27.002778619894926|27.000706354473635
2048|1195664539.8051388|27.413463375863994|27.411346000133218
2048|1195664539.8051388|27.83015266157425|27.827989294774852
2048|1195664539.8051388|28.252935410653105|28.250725155854468
2048|1195664539.8051388|28.68190186830865|28.679643812123093
2048|1195664539.8051388|29.117143610699895|29.114836822992245
2048|1195664539.8051388|29.55875356459302|29.556397098185233
2048|1195664539.8051388|30.006826027307927|30.004418917678517
2048|1195664539.8051388|30.461456686959018|30.458997951937423
2048|1195664539.8051388|30.92274264299482|30.920231282450526
2048|1195664539.8051388|31.390782427040953|31.388217422567216
2048|1195664539.8051388|31.865676024050668|31.86305633864285
2048|1195664539.8051388|32.34752489376754|32.34484947149599
2048|1195664539.8051388|32.836431992505204|32.8336997581824
2048|1195664539.8051388|33.332501795248376|33.32971165409047
2048|1195664539.8051388|33.835840318080265|33.83299115536283
2048|1195664539.8051388|34.34655514094107|34.34364582164892
2048|1195664539.8051388|34.864755430722354|34.86178479919334
2048|1195664539.8051388|35.39055196470241|35.387518844265166
2048|1195664539.8051388|35.92405715432754|35.92096034693308
2048|1195664539.8051388|36.46538506934449|36.46222335519138
2048|1195664539.8051388|37.014651462288995|37.01142359944219
2048|1195664539.8051388|37.571973793335836|37.568678517339094
2048|1195664539.8051388|38.13747125551601|38.1341072789975
2048|1195664539.8051388|38.71126480030582|38.70783081257708
2048|1195664539.8051388|39.29347716359379|39.28997183024194
2048|1195664539.8051388|39.884232892031136|39.88065485450395
2048|1195664539.8051388|40.48365836977102|40.480006244955035
2048|1195664539.8051388|41.091881845602565|41.08815422539398
2048|1195664539.8051388|41.70903346048548|41.70522891135371
2048|1195664539.8051388|42.335245275491175|42.33136233803496
2048|1195664539.8051388|42.97065130015633|42.96668848865231
2048|1195664539.8051388|43.61538752125497|43.61134332319862
2048|1195664539.8051388|44.269591931995464|44.26546480763405
2048|1195664539.8051388|44.933404561648345|44.929192943506045
2048|1195664539.8051388|45.60696750561159|45.602669798006595
2048|1195664539.8051388|46.29042495591988|46.2860395344731
2048|1195664539.8051388|46.983923232203956|46.9794484433395
2048|1195664539.8051388|47.687610813107256|47.68304497354441
2048|1195664539.8051388|48.401638368166324|48.39697976440285
2048|1195664539.8051388|49.12615879016182|49.121405677948424
2048|1195664539.8051388|49.86132722794691|49.85647783175296
2048|1195664539.8051388|50.60730111976069|50.60235363223068
2048|1195664539.8051388|51.36424022703323|51.35919280843401
2048|1195664539.8051388|52.132306668689395|52.12715744634824
2048|1195664539.8051388|52.91166495595959|52.90641202369245
2048|1195664539.8051388|53.702482027704|53.69712344523418
2048|1195664539.8051388|54.5049272862585|54.499461078625565
2048|1195664539.8051388|55.31917263380975|55.31359679076824
2048|1195664539.8051388|56.145392509307165|56.13970498471521
2048|1195664539.8051388|56.98376392591996|56.9779626371175
2048|1195664539.8051388|57.83446650904705|57.828549336223595
2048|1195664539.8051388|58.697682534888216|58.69164732043978
2048|1195664539.8051388|59.57359696958452|59.56744151745969
2048|1195664539.8051388|60.462397508936554|60.456119583971656
2048|1195664539.8051388|61.36427461870934|61.3578719459521
2048|1195664539.8051388|62.279421575531934|62.2728918395538
2048|1195664539.8051388|63.208034508400736|63.201375352597694
2048|1195664539.8051388|64.15031244079591|64.14352146667729
2048|1195664539.8051388|65.10645733341934|65.09953209988463
2048|1195664539.8051388|66.07667412756344|66.06961215016699
2048|1195664539.8051388|67.06117078912017|67.05396953932342
2048|1195664539.8051388|68.06015835324027|68.0528152576512
2048|1195664539.8051388|69.07385096965103|69.06636340925105
2048|1195664539.8051388|70.10246594864368|70.09483125800124
2048|1195664539.8051388|71.14622380773952|71.13843927421041
2048|1195664539.8051388|72.20534831904463|72.19741118195904
2048|1195664539.8051388|73.2800665573043|73.27197400714
2048|1195664539.8051388|74.37060894866663|74.36235812620811
2048|1195664539.8051388|75.47720932016551|75.46879731564914
2048|1195664539.8051388|76.60010494993512|76.59152880217981
2048|1195664539.8051388|77.73953661816492|77.73079331368807
2048|1195664539.8051388|78.89574865880728|78.88683513092589
2048|1195664539.8051388|80.06898901204828|80.059902139965
2048|1195664539.8051388|81.25950927755318|81.25024588542686
2048|1195664539.8051388|82.46756476849835|82.45812162449889
2048|1195664539.8051388|83.69341456640015|83.68378838174765
2048|1195664539.8051388|84.93732157675375|84.92750900474124
2048|1195664539.8051388|86.19955258549341|86.18955022049333
2048|1195664539.8051388|87.48037831628594|87.47018269273981
2048|1195664539.8051388|88.78007348867014|88.76968108006137
2048|1195664539.8051388|90.0989168770549|90.08832409486406
2048|1195664539.8051388|91.43719137058746|91.42639456323028
2048|1195664539.8051388|92.79518403390652|92.78417948565391
2048|1195664539.8051388|94.17318616879164|94.16197009867157
2048|1195664539.8051388|95.57149337672273|95.56006193740363
2048|1195664539.8051388|96.99040562236343|96.97875489901908
2048|1195664539.8051388|98.43022729798172|98.4183533071367
2048|1195664539.8051388|99.89126728882128|99.8791659771773
2048|1195664539.8051388|101.37383903943808|101.36150628268062
2048|1195664539.8051388|102.87826062101627|102.86569222260108
2048|1195664539.8051388|104.40485479967822|104.39204648959753
2048|1195664539.8051388|105.9539491058025|105.94089653933058
2048|1195664539.8051388|107.5258759043652|107.51257466078293
2048|1195664539.8051388|109.12097246632075|109.1074180476185
2048|1195664539.8051388|110.73958104103491|110.72576887059417
2048|1195664539.8051388|112.38204892978844|112.36797435104107
2048|1195664539.8051388|114.04872856036549|114.03438683543047
2048|1195664539.8051388|115.73997756274267|115.72536387104016
2048|1195664539.8051388|117.45615884589637|117.44126828273868
2048|1195664539.8051388|119.1976406757437|119.1824682509023
2048|1195664539.8051388|120.96479675423343|120.94933739048238
2048|1195664539.8051388|122.75800629960573|122.74225483124059
2048|1195664539.8051388|124.57765412783597|124.56160529916782
2048|1195664539.8051388|126.42413073528122|126.40777919910563
2048|1195664539.8051388|128.29783238254666|128.28117269858717
2048|1195664539.8051388|130.19916117959022|130.18218781291557
2048|1195664539.8051388|132.1285251720841|132.11123249149912
2048|1195664539.8051388|134.08633842905056|134.0687207054603
2048|1195664539.8051388|136.07302113179162|136.0550725365379
2048|1195664539.8051388|138.08899966413242|138.07071426730278
2048|1195664539.8051388|140.13470670399576|140.1160784727042
2048|1195664539.8051388|142.21058131632927|142.19160411296832
2048|1195664539.8051388|144.3170690474047|144.297736627868
2048|1195664539.8051388|146.45462202050825|146.43492803238394
2048|1195664539.8051388|148.6236990330451|148.60363701377878
2048|1195664539.8051388|150.82476565507665|150.80432903010376
2048|1195664539.8051388|153.05829432931225|153.03747641015923
2048|1195664539.8051388|155.3247644725778|155.30355845493207
2048|1195664539.8051388|157.6246625787824|157.60306154052938
2048|1195664539.8051388|159.95848232340438|159.93647922263239
2048|1195664539.8051388|162.3267246695206|162.3043123424924
2048|1195664539.8051388|164.72989797540032|164.70706913449092
2048|1195664539.8051388|167.16851810368908|167.1452653352888
2048|1195664539.8051388|169.64310853220243|169.61942429458583
2048|1195664539.8051388|172.15420046635674|172.13007708751525
2048|1195664539.8051388|174.70233295325983|174.67776262869873
2048|1195664539.8051388|177.28805299748504|177.26302778798396
2048|1195664539.8051388|179.91191567855537|179.88642750789126
2048|1195664539.8051388|182.57448427016232|182.5485249227943
2048|1195664539.8051388|185.27633036114293|185.24989147985934
2048|1195664539.8051388|188.01803397824563|187.99110706177152
2048|1195664539.8051388|190.80018371070648|190.77276011127137
2048|1195664539.8051388|193.6233768366652|193.59544775753014
2048|1195664539.8051388|196.48821945144726|196.45977594439188
2048|1195664539.8051388|199.39532659774127|199.36635956050733
2048|1195664539.8051388|202.34532239769547|202.31582257138976
2048|1195664539.8051388|205.33884018696722|205.30879815342018
2048|1195664539.8051388|208.37652265074914|208.3459288298304
2048|1195664539.8051388|211.45902196180654|211.42786660869464
2048|1195664539.8051388|214.58699992054878|214.55527312295737
2048|1195664539.8051388|217.7611280971717|217.72881977252817
2048|1195664539.8051388|220.98208797589734|220.94918786847555
2048|1195664539.8051388|224.250571101343|224.21706877934827
2048|1195664539.8051388|227.56727922705184|227.53316407965727
2048|1195664539.8051388|230.9329244662155|230.8981857005498
2048|1195664539.8051388|234.34822944462266|234.31285608270707
2048|1195664539.8051388|237.81392745586487|237.77790833150067
2048|1195664539.8051388|241.33076261883525|241.29408637443817
2048|1195664539.8051388|244.89949003754947|244.86214512093304
2048|1195664539.8051388|248.5208759633298|248.4828506244347
2048|1195664539.8051388|252.19569795938082|252.15698024695044
2048|1195664539.8051388|255.92474506779698|255.885322825997
2048|1195664539.8051388|259.7088179790332|259.6686788440168
2048|1195664539.8051388|263.5487292038798|263.50786060029446
2048|1195664539.8051388|267.44530324797523|267.4036923854129
2048|1195664539.8051388|271.3993767888954|271.35701065828357
2048|1195664539.8051388|275.4117988558569|275.36866422578987
2048|1195664539.8051388|279.4834310120756|279.43951442508444
2048|1195664539.8051388|283.6151475398134|283.5704353085759
2048|1195664539.8051388|287.8078356281606|287.76231383164725
2048|1195664539.8051388|292.0623955635898|292.01605004314587
2048|1195664539.8051388|296.37974092331996|296.33255727868425
2048|1195664539.8051388|300.7607987715404|300.7127623567968
2048|1195664539.8051388|305.2065098585274|305.15760577799074
2048|1195664539.8051388|309.71782882270253|309.668041926735
2048|1195664539.8051388|314.29572439567323|314.24503927643354
2048|1195664539.8051388|318.9411796103018|318.88958059742237
2048|1195664539.8051388|323.65519201184384|323.6026631680381
2048|1195664539.8051388|328.4387738722062|328.3852989888027
2048|1195664539.8051388|333.2929524073658|333.2385149997691
2048|1195664539.8051388|338.2187699980024|338.1633533010776
2048|1195664539.8051388|343.21728441338274|343.1608713767664
2048|1195664539.8051388|348.2895690385549|348.23214232188616
2048|1195664539.8051388|353.4367131048947|353.3782550729694
2048|1195664539.8051388|358.65982192405596|358.60031464190035
2048|1195664539.8051388|363.96001712537515|363.8994423532382
2048|1195664539.8051388|369.33843689678037|369.2767760850441
2048|1195664539.8051388|374.7962362292573|374.73347051326215
2048|1195664539.8051388|380.33458716492413|380.2706973597108
2048|1195664539.8051388|385.95467904877046|385.8896456437331
2048|1195664539.8051388|391.65771878410806|391.5915219375616
2048|1195664539.8051388|397.44493109179984|397.3775506254562
2048|1195664539.8051388|403.31755877331005|403.2489741666644
2048|1195664539.8051388|409.2768629776423|409.2070533622654
2048|1195664539.8051388|415.324123472214|415.2530676259533
2048|1195664539.8051388|421.4606389177341|421.3883152588165
2048|1195664539.8051388|427.687727147137|427.61411372817673
2048|1195664539.8051388|434.00672544863465|433.93179995054174
2048|1195664539.8051388|440.41899085294625|440.34273057873514
2048|1195664539.8051388|446.92590042477275|446.848282293268
2048|1195664539.8051388|453.5288515585688|453.44985209800893
2048|1195664539.8051388|460.22926227868487|460.14885762022044
2048|1195664539.8051388|467.028571543941|466.94673741502487
2048|1195664539.8051388|473.9282395566929|473.84495127436367
2048|1195664539.8051388|480.9297480764668|480.8449805405207
2048|1195664539.8051388|488.03460073822026|487.94832842427144
2048|1195664539.8051388|495.2443233753033|495.1565203277289
2048|1195664539.8051388|502.5604643471868|502.47110417195876
2048|1195664539.8051388|509.9845948720318|509.8936507294274
2048|1195664539.8051388|517.5183093641637|517.4257539613601
2048|1195664539.8051388|525.1632257765344|525.0690313600792
2048|1195664539.8051388|532.9209859482344|532.8251242963944
2048|1195664539.8051388|540.7932559571441|540.6956983721257
2048|1195664539.8051388|548.7817264777805|548.6824437778263
2048|1195664539.8051388|556.8881131444356|556.7870756557878
2048|1195664539.8051388|565.1141569196724|565.0113344684071
2048|1195664539.8051388|573.4616244682611|573.3569863719873
2048|1195664539.8051388|581.9323085366369|581.8258235960599
2048|1195664539.8051388|590.52802833796|590.4196648283063
2048|1195664539.8051388|599.2506299428586|599.1403556051598
2048|1195664539.8051388|608.101986675943|607.9897687081788
2048|1195664539.8051388|617.0839995181742|616.9698045662666
2048|1195664539.8051388|626.1985975151664|626.082391663831
2048|1195664539.8051388|635.4477381915272|635.3294869549715
2048|1195664539.8051388|644.8334079713073|644.7130762837779
2048|1195664539.8051388|654.3576226046631|654.2351748108364
2048|1195664539.8051388|664.0224276008114|663.8978274460302
2048|1195664539.8051388|673.8298986673828|673.7031092877298
2048|1195664539.8051388|683.7821421562585|683.6531260684696
2048|1195664539.8051388|693.8812955159891|693.7500146072011
2048|1195664539.8051388|704.1295277508915|703.9959432682218
2048|1195664539.8051388|714.5290398869298|714.3931124268843
2048|1195664539.8051388|725.0820654444645|724.9437549421751
2048|1195664539.8051388|735.7908709179882|735.6501366362735
2048|1195664539.8051388|746.657756262945|746.5145567811887
2048|1195664539.8051388|757.6850553897273|757.5393485925805
2048|1195664539.8051388|768.8751366649789|768.7268797308734
2048|1195664539.8051388|780.2304034202892|780.0795528097657
2048|1195664539.8051388|791.7532944684021|791.5998059122442
2048|1195664539.8051388|803.4462846270435|803.2901131142229
2048|1195664539.8051388|815.3118852504867|815.1529850159058
2048|1195664539.8051388|827.3526447689578|827.1909692809975
2048|1195664539.8051388|839.5711492360138|839.4066511838739
2048|1195664539.8051388|851.9700228839916|851.8026541648281
2048|1195664539.8051388|864.5519286876714|864.3816403935186
2048|1195664539.8051388|877.3195689362466|877.1463113407315
2048|1195664539.8051388|890.2756858137466|890.0994083585821
2048|1195664539.8051388|903.4230619880282|903.2437132692891
2048|1195664539.8051388|916.7645212084606|916.5820489626332
2048|1195664539.8051388|930.3029289124345|930.1172800022401
2048|1195664539.8051388|944.0411928408266|943.8523132408139
2048|1195664539.8051388|957.9822636625495|957.7900984444493
2048|1195664539.8051388|972.1291356083215|971.9336289261676
2048|1195664539.8051388|986.4848471137982|986.2859421887996
2048|1195664539.8051388|1001.0524814721871|1000.8501205773595
2048|1195664539.8051388|1015.835167496512|1015.629291941055
2048|1195664539.8051388|1030.8360801916435|1030.6266303050652
2048|1195664539.8051388|1046.0584414362581|1045.8453565522377
2048|1195664539.8051388|1061.505520674859|1061.2887391148518
2048|1195664539.8051388|1077.1806356200186|1076.9600946765877
2048|1195664539.8051388|1093.0871529649855|1092.8627888848691
2048|1195664539.8051388|1109.2284891068175|1109.0002370737136
2048|1195664539.8051388|1125.608110880178|1125.3759049972546
2048|1195664539.8051388|1142.2295363019857|1141.9933095740998
2048|1195664539.8051388|1159.096335327037|1158.8560196426708
2048|1195664539.8051388|1176.212130614797|1175.9676567276967
2048|1195664539.8051388|1193.5805983075113|1193.3318958180248
2048|1195664539.8051388|1211.2054688197923|1210.9524661559092
2048|1195664539.8051388|1229.090527639881|1228.8331520379597
2048|1195664539.8051388|1247.2396161427262|1246.9777936279086
2048|1195664539.8051388|1265.656632415069|1265.390287781375
2048|1195664539.8051388|1284.3455320927103|1284.0745888828142
2048|1195664539.8051388|1303.3103292101448|1303.0347096948124
2048|1195664539.8051388|1322.555097062723|1322.2747222199266
2048|1195664539.8051388|1342.0839690815594|1341.7987585752453
2048|1195664539.8051388|1361.9011397213437|1361.6110118798579
2048|1195664539.8051388|1382.01086536127|1381.7157371554292
2048|1195664539.8051388|1402.4174652192628|1402.117252240075
2048|1195664539.8051388|1423.1253222796909|1422.819938715709
2048|1195664539.8051388|1444.138884234799|1443.8282428491086
2048|1195664539.8051388|1465.4626644400103|1465.1466765468456
2048|1195664539.8051388|1487.1012428833558|1486.7798183243322
2048|1195664539.8051388|1509.059267169213|1508.7323142891753
2048|1195664539.8051388|1531.341453516549|1531.0088791390267
2048|1195664539.8051388|1553.952587771929|1553.614297174195
2048|1195664539.8051388|1576.8975264374549|1576.5534233251756
2048|1195664539.8051388|1600.1811977138923|1599.831184195372
2048|1195664539.8051388|1623.8086025592074|1623.4525791192102
2048|1195664539.8051388|1647.7848157627052|1647.4226812358536
2048|1195664539.8051388|1672.1149870350514|1671.7466385787911
2048|1195664539.8051388|1696.8043421143764|1696.4296751815084
2048|1195664539.8051388|1721.8581838887064|1721.4770921994639
2048|1195664539.8051388|1747.281893534963|1746.8942690486474
2048|1195664539.8051388|1773.0809316748016|1772.6866645609484
2048|1195664539.8051388|1799.2608395474733|1798.8598181565571
2048|1195664539.8051388|1825.8272402000484|1825.4193510337088
2048|1195664539.8051388|1852.785839695172|1852.370967375958
2048|1195664539.8051388|1880.142428336673|1879.7204555772967
2048|1195664539.8051388|1907.90288191327|1907.4736894853636
2048|1195664539.8051388|1936.0731629606084|1935.6366296629772
2048|1195664539.8051388|1964.6593220419816|1964.2153246683338
2048|1195664539.8051388|1993.6674990479003|1993.2159123540657
2048|1195664539.8051388|2023.1039245148966|2022.6446211855032
2048|1195664539.8051388|2052.9749209637775|2052.5077715783978
2048|1195664539.8051388|2083.2869042576317|2082.811777256371
2048|1195664539.8051388|2114.046384979888|2113.5631466284276
2048|1195664539.8051388|2145.259969832739|2144.7684841868036
2048|1195664539.8051388|2176.9343630561716|2176.4344919254263
2048|1195664539.8051388|2209.0763678679837|2208.5679707793424
2048|1195664539.8051388|2241.692887925046|2241.1758220853926
2048|1195664539.8051388|2274.790928806125|2274.265049064424
2048|1195664539.8051388|2308.377599516629|2307.8427583254283
2048|1195664539.8051388|2342.460114015529|2341.9161613918386
2048|1195664539.8051388|2377.045792764853|2376.4925762503926
2048|1195664539.8051388|2412.1420643020588|2411.579428922858
2048|1195664539.8051388|2447.756466835587|2447.184255060932
2048|1195664539.8051388|2483.8966498640107|2483.3147015647355
2048|1195664539.8051388|2520.570375819057|2519.9785282251482
2048|1195664539.8051388|2557.785521732898|2557.183609390427
2048|1195664539.8051388|2595.5500809300765|2594.9379356574254
2048|1195664539.8051388|2633.8721647443654|2633.2496155877516
2048|1195664539.8051388|2672.760004261017|2672.126877449292
2048|1195664539.8051388|2712.2219520847184|2711.578070983446
2048|1195664539.8051388|2752.2664841336355|2751.611669198419
2048|1195664539.8051388|2792.9022014599545|2792.236270189017
2048|1195664539.8051388|2834.1378320973226|2833.460598983316
2048|1195664539.8051388|2875.9822329355084|2875.293509416548
2048|1195664539.8051388|2918.444391622806|2917.7439860327136
2048|1195664539.8051388|2961.533428496466|2960.8211460142056
2048|1195664539.8051388|3005.2585985416645|3004.534241139964
2048|1195664539.8051388|3049.629293379386|3048.892659772533
2048|1195664539.8051388|3094.6550432836266|3093.90592887442
2048|1195664539.8051388|3140.3455192284355|3139.583716054276
2048|1195664539.8051388|3186.710534965108|3185.935831643227
2048|1195664539.8051388|3233.760049130101|3232.9722308018977
2048|1195664539.8051388|3281.504167384057|3280.7030156585406
2048|1195664539.8051388|3329.9531445823754|3329.138437478694
2048|1195664539.8051388|3379.1173869778586|3378.2888988669074
2048|1195664539.8051388|3429.0074544558947|3428.164956000973
2048|1195664539.8051388|3479.634062802578|3478.777320899098
2048|1195664539.8051388|3531.0080860063804|3530.1368637205924
2048|1195664539.8051388|3583.1405585937728|3582.254615100517
2048|1195664539.8051388|3636.042677999314|3635.1417685187544
2048|1195664539.8051388|3689.7258069707755|3688.809682704123
2048|1195664539.8051388|3744.2014760097127|3743.269884073915
2048|1195664539.8051388|3799.4813858481225|3798.534069209492
2048|1195664539.8051388|3855.577409961654|3854.6141073684335
2048|1195664539.8051388|3912.5015971198864|3911.522043033719
2048|1195664539.8051388|3970.2661739743075|3969.270098500621
2048|1195664539.8051388|4028.883547684467|4027.870676501708
2048|1195664539.8051388|4088.3663085828953|4087.3363628706597
2048|1195664539.8051388|4148.727232879425|4147.679929245399
2048|1195664539.8051388|4209.979285405345|4208.914335811088
2048|1195664539.8051388|4272.135622398142|4271.052734083667
