steps|precision|actual value|calculated value
512|18820860264.76477|3067157370.236196|3032545918.789258
512|18820860264.76477|3252616045.0519114|3215807987.3265333
512|18820860264.76477|3449288660.305802|3410144904.0817437
512|18820860264.76477|3657853277.891053|3616225941.5564637
512|18820860264.76477|3879028959.3774037|3834760817.5633125
512|18820860264.76477|4113578245.096777|4066502139.4071116
512|18820860264.76477|4362309783.129179|4312247995.772052
512|18820860264.76477|4626081117.252882|4572844705.241242
512|18820860264.76477|4905801643.470764|4849189730.914134
512|18820860264.76477|5202435745.305764|5142234771.1592655
512|18820860264.76477|5517006118.67519|5452989037.146731
512|18820860264.76477|5850597297.806808|5782522728.447695
512|18820860264.76477|6204359394.352819|6131970718.6703415
512|18820860264.76477|6579512062.593003|6502536463.825408
512|18820860264.76477|6977348704.397958|6895496146.881107
512|18820860264.76477|7399240928.449244|7312203072.780598
512|18820860264.76477|7846643279.090977|7754092329.058337
512|18820860264.76477|8321098251.115844|8222685728.105377
512|18820860264.76477|8824241607.775026|8719597048.104605
512|18820860264.76477|9357808020.347115|9246537590.68491
512|18820860264.76477|9923637048.70863|9805322074.433907
512|18820860264.76477|10523679483.526089|10397874884.566326
512|18820860264.76477|11160004071.934448|11026236700.270452
512|18820860264.76477|11834804649.89061|11692571522.556978
512|18820860264.76477|12550407705.791655|12399174126.813126
512|18820860264.76477|13309280401.434504|13148477965.727388
512|18820860264.76477|14114039077.970694|13943063549.80216
512|18820860264.76477|14967458276.182503|14785667334.315462
512|18820860264.76477|15872480302.178204|15679191143.337017
512|18820860264.76477|16832225371.487183|16626712163.254475
512|18820860264.76477|17850002366.527233|17631493540.225975
512|18820860264.76477|18929320244.532543|18696995618.054924
512|18820860264.76477|20073900135.27391|19826887855.189915
512|18820860264.76477|21287688170.27857|21025061461.88917
512|18820860264.76477|22574869087.781914|22295642801.07145
512|18820860264.76477|23939880660.316177|23643007599.00393
512|18820860264.76477|25387428994.676384|25071796014.766293
512|18820860264.76477|26922504757.015064|26586928620.389862
512|18820860264.76477|28550400379.00224|28193623346.70361
512|18820860264.76477|30276728304.372765|29897413453.248016
512|18820860264.76477|32107440338.76997|31704166584.142406
512|18820860264.76477|34048848169.59505|33620104975.53103
512|18820860264.76477|36107645126.61086|35651826884.20125
512|18820860264.76477|38290929258.320786|37806329311.17081
512|18820860264.76477|40606227803.68359|40091032098.50043
512|18820860264.76477|43061523143.53498|42513803482.319916
512|18820860264.76477|45665280321.187386|45082987190.06855
512|18820860264.76477|48426476227.08847|47807431175.26802
512|18820860264.76477|51354630548.16074|50696518088.789925
512|18820860264.76477|54459838588.52073|53760197591.553505
512|18820860264.76477|57752806074.73776|57009020619.93766
512|18820860264.76477|61244886065.62499|60454175721.912
512|18820860264.76477|64948118093.81687|64107527589.02248
512|18820860264.76477|68875269674.08278|67981657916.93483
512|18820860264.76477|73039880321.47812|72089908735.24994
512|18820860264.76477|77456308231.09935|76446428355.81749
512|18820860264.76477|82139779780.37405|81066220097.78703
512|18820860264.76477|87106442024.55539|85965193957.19746
512|18820860264.76477|92373418366.40907|91160221399.05219
512|18820860264.76477|97958867592.0229|96669193460.57542
512|18820860264.76477|103882046476.27327|102511082365.7496
512|18820860264.76477|110163376173.79019|108706006863.3254
512|18820860264.76477|116824512624.32402|115275301513.32762
512|18820860264.76477|123888421215.23494|122241590160.66136
512|18820860264.76477|131379455958.52405|129628863848.85645
512|18820860264.76477|139323443455.38547|137462563442.2821
512|18820860264.76477|147747771937.7529|145769667241.3613
512|18820860264.76477|156681485693.83035|154578783892.5254
512|18820860264.76477|166155385203.16003|163920250912.88754
512|18820860264.76477|176202133326.45074|173826239168.92798
512|18820860264.76477|186856367916.27524|184330863669.00882
512|18820860264.76477|198154821236.8952|195470301051.28326
512|18820860264.76477|210136446604.91052|207282914171.59595
512|18820860264.76477|222842552687.36755|219809384220.45453
512|18820860264.76477|236316945920.32468|233092850824.0547
512|18820860264.76477|250606081538.9117|247179060611.86755
512|18820860264.76477|265759223739.55502|262116524762.41663
512|18820860264.76477|281828615526.5716|277956686069.8213
512|18820860264.76477|298869658828.71185|294754096106.4773
512|18820860264.76477|316941105506.6172|312566603091.97644
512|18820860264.76477|336105259909.72906|331455551115.27313
512|18820860264.76477|356428193681.0118|351485991396.2113
512|18820860264.76477|377979973550.0431|372726906313.9413
512|18820860264.76477|400834902899.83026|395251446973.765
512|18820860264.76477|425071777940.2258|419137185130.58057
512|18820860264.76477|450774159371.0962|444466380336.48505
512|18820860264.76477|478030660471.8671|471326263232.5736
512|18820860264.76477|506935252610.7152|499809335960.58014
512|18820860264.76477|537587589226.64233|530013690728.9001
512|18820860264.76477|570093349401.4486|562043347630.1138
512|18820860264.76477|604564602206.1387|596008612873.4414
512|18820860264.76477|641120193077.8708|632026458665.7853
512|18820860264.76477|679886153559.5776|670220926049.6676
512|18820860264.76477|720996135814.8821|710723552085.3501
512|18820860264.76477|764591873416.4061|753673822848.3546
512|18820860264.76477|810823669996.0785|799219653802.3867
512|18820860264.76477|859850917442.1447|847517899202.034
512|18820860264.76477|911842645429.522|898734892279.6023
512|18820860264.76477|966978104177.995|953047018076.3518
512|18820860264.76477|1025447382447.4515|1010641320890.9259
512|18820860264.76477|1087452062900.8666|1071716148436.9998
512|18820860264.76477|1153205917094.3894|1136481834928.4614
512|18820860264.76477|1222935642490.6987|1205161425444.6228
512|18820860264.76477|1296881644036.6272|1277991444070.1475
512|18820860264.76477|1375298862999.6013|1355222708454.959
512|18820860264.76477|1458457655920.5151|1437121193599.473
512|18820860264.76477|1546644726713.3184|1523968947839.8406
512|18820860264.76477|1640164115124.9739|1616065064187.863
512|18820860264.76477|1739338244963.5728|1713726710370.614
512|18820860264.76477|1844509035708.5542|1817290221117.1548
512|18820860264.76477|1956039081335.6453|1927112256454.136
512|18820860264.76477|2074312900420.4958|2043571029999.1523
512|18820860264.76477|2199738261831.0415|2167067611482.0115
512|18820860264.76477|2332747590579.29|2298027307979.7466
512|18820860264.76477|2473799458679.177|2436901128621.9883
512|18820860264.76477|2623380166150.6235|2584167337811.038
512|18820860264.76477|2782005417620.639|2740333102305.8774
512|18820860264.76477|2950222100301.661|2905936237842.2363
512|18820860264.76477|3128610169477.099|3081547061303.9614
512|18820860264.76477|3317784647994.697|3267770354824.4946
512|18820860264.76477|3518397746661.146|3465247448582.3076
512|18820860264.76477|3731141112848.3613|3674658429463.306
512|18820860264.76477|3956748215064.177|3896724483196.745
512|18820860264.76477|4195996871708.1914|4132210378030.339
512|18820860264.76477|4449711932731.48|4381927098498.3325
512|18820860264.76477|4718768123445.295|4646734638352.659
512|18820860264.76477|5004093060283.758|4927544962276.062
512|18820860264.76477|5306670448917.314|5225325146576.524
512|18820860264.76477|5627543475743.301|5541100709679.358
512|18820860264.76477|5967818404446.476|5875959143887.016
512|18820860264.76477|6328668390028.9375|6231053660569.102
512|18820860264.76477|6711337523459.078|6607607161680.761
512|18820860264.76477|7117145120884.408|7006916451287.186
512|18820860264.76477|7547490272195.658|7430356701597.65
512|18820860264.76477|8003856664624.118|7879386188889.777
512|18820860264.76477|8487817698003.016|8355551315634.379
512|18820860264.76477|9001041909327.664|8860491936115.713
512|18820860264.76477|9545298725317.27|9395947003888.564
512|18820860264.76477|10122464562810.66|9963760560520.766
512|18820860264.76477|10734529298029.05|10565888086246.438
512|18820860264.76477|11383603127008.533|11204403234399.896
512|18820860264.76477|12071923840855.428|11881504972823.176
512|18820860264.76477|12801864540907.447|12599525156841.865
512|18820860264.76477|13575941820399.256|13360936559888.643
512|18820860264.76477|14396824440840.432|14168361389431.408
512|18820860264.76477|15267342533019.55|15024580317534.553
512|18820860264.76477|16190497354355.629|15932542057152.242
512|18820860264.76477|17169471636237.059|16895373517133.842
512|18820860264.76477|18207640557023.594|17916390570914.902
512|18820860264.76477|19308583378540.703|18999109475978.285
512|18820860264.76477|20476095786185.75|20147258983413.26
512|18820860264.76477|21714202975192.125|21364793179277.445
512|18820860264.76477|23027173528165.83|22655905101983.85
512|18820860264.76477|24419534131741.145|24025041182610.438
512|18820860264.76477|25896085183094.047|25476916557863.984
512|18820860264.76477|27461917340117.906|27016531308432.043
512|18820860264.76477|29122429072322.24|28649187678647.71
512|18820860264.76477|30883345272963.2|30380508336768.074
512|18820860264.76477|32750736996575.79|32216455738754.84
512|18820860264.76477|34731042389954.504|34163352662240.824
1024|4761349348.612369|2.0|2.0
1024|4761349348.612369|2.1088785927278444|2.108865220126774
1024|4761349348.612369|2.2205172409003|2.220489684475216
1024|4761349348.612369|2.3350027536673266|2.3349601659061188
1024|4761349348.612369|2.4524244781629907|2.452365973821518
1024|4761349348.612369|2.5728743754771672|2.5727990300826784
1024|4761349348.612369|2.6964470988838496|2.696353947182753
1024|4761349348.612369|2.8232400743932464|2.823128108741255
1024|4761349348.612369|2.9533535836968814|2.9532217523894713
1024|4761349348.612369|3.086890849576934|3.086738055117991
1024|4761349348.612369|3.2239581238532145|3.223783221159666
1024|4761349348.612369|3.3646647779433185|3.3644665724834786
1024|4761349348.612369|3.509123396113771|3.508900641977042
1024|4761349348.612369|3.657449871502293|3.657201269397783
1024|4761349348.612369|3.809763504993689|3.809487700175225
1024|4761349348.612369|3.9661871070343087|3.9658826871492456
1024|4761349348.612369|4.126847102472593|4.126512595331704
1024|4761349348.612369|4.291873638515783|4.291507509781455
1024|4761349348.612369|4.461400695895569|4.461001346685402
1024|4761349348.612369|4.635566203338206|4.6351319677410485
1024|4761349348.612369|4.814512155437502|4.814041297938806
1024|4761349348.612369|4.998384734031939|4.997875446845258
1024|4761349348.612369|5.187334433190279|5.186784833491603
1024|4761349348.612369|5.381516187913079|5.380924314974565
1024|4761349348.612369|5.581089506660704|5.5804533188802905
1024|4761349348.612369|5.786218607821782|5.785535979645012
1024|4761349348.612369|5.997072560239384|5.996341278969661
1024|4761349348.612369|6.213825427915733|6.213043190409082
1024|4761349348.612369|6.4366564190198075|6.435820828260112
1024|4761349348.612369|6.665750039325949|6.664858600876457
1024|4761349348.612369|6.901296250215353|6.900346368542139
1024|4761349348.612369|7.143490631376292|7.14247960603918
1024|4761349348.612369|7.392534548342911|7.391459570049233
1024|4761349348.612369|7.648635325016626|7.647493471533028
1024|4761349348.612369|7.9120064213184484|7.9107946532357944
1024|4761349348.612369|8.182867616124971|8.181582772471206
1024|4761349348.612369|8.461445195645263|8.460083989340948
1024|4761349348.612369|8.747972147400628|8.746531160551669
1024|4761349348.612369|9.042688359974031|9.041164038995934
1024|4761349348.612369|9.345840828700881|9.344229479268671
1024|4761349348.612369|9.657683867478042|9.655981649295795
1024|4761349348.612369|9.978479326873169|9.976682248256886
1024|4761349348.612369|10.308496818721903|10.306600730989256
1024|4761349348.612369|10.648013947406014|10.646014539066261
1024|4761349348.612369|10.997316548011376|10.995209338748518
1024|4761349348.612369|11.35669893157051|11.354479266012534
1024|4761349348.612369|11.726464137600571|11.724127178867382
1024|4761349348.612369|12.106924194153924|12.104464917176301
1024|4761349348.612369|12.498400385604928|12.495813570206586
1024|4761349348.612369|12.901223528403115|12.898503752137705
1024|4761349348.612369|13.315734255029954|13.312875885764546
1024|4761349348.612369|13.742283306403332|13.739280494639592
1024|4761349348.612369|14.18123183298112|14.178078503905208
1024|4761349348.612369|14.632951704822844|14.629641550074632
1024|4761349348.612369|15.097825830876014|15.094352300027957
1024|4761349348.612369|15.576248487761623|15.57260477949735
1024|4761349348.612369|16.068625658341638|16.064804711323866
1024|4761349348.612369|16.575375380359514|16.571369863776663
1024|4761349348.612369|17.09692810545364|17.092730409234047
1024|4761349348.612369|17.63372706885224|17.62932929353466
1024|4761349348.612369|18.186228670067926|18.18162261631643
1024|4761349348.612369|18.75490286491901|18.750080022670133
1024|4761349348.612369|19.340233569214774|19.335185106444317
1024|4761349348.612369|19.942719074451922|19.93743582554835
1024|4761349348.612369|20.56287247587952|20.557344929610533
1024|4761349348.612369|21.201222113300698|21.195440400359022
1024|4761349348.612369|21.85831202499006|21.852265905104087
1024|4761349348.612369|22.534702415117234|22.528381263711612
1024|4761349348.612369|23.230970135078387|23.224362929469272
1024|4761349348.612369|23.94770917914985|23.94080448425882
1024|4761349348.612369|24.685531194889865|24.678317148460163
1024|4761349348.612369|25.445066008727522|25.43753030602563
1024|4761349348.612369|26.2269621671908|26.21909204517578
1024|4761349348.612369|27.031887494239232|27.02366971518177
1024|4761349348.612369|27.860529665180383|27.851950499712736
1024|4761349348.612369|28.71359679766378|28.70464200724127
1024|4761349348.612369|29.591818060260458|29.58247287901456
1024|4761349348.612369|30.49594429915157|30.48619341511385
1024|4761349348.612369|31.426748683464947|31.41657621914049
1024|4761349348.612369|32.38502736981458|32.37441686208286
1024|4761349348.612369|33.37160018661456|33.360534565934856
1024|4761349348.612369|34.38731133875595|34.37577290765379
1024|4761349348.612369|35.43303013325266|35.42100054406283
1024|4761349348.612369|36.50965172648019|36.49711195832125
1024|4761349348.612369|37.6180978936502|37.605028228604304
1024|4761349348.612369|38.75931782118224|38.7456978196535
1024|4761349348.612369|39.9342889226545|39.920097397878024
1024|4761349348.612369|41.14401767903496|41.129232670707836
1024|4761349348.612369|42.389540503915654|42.37413925092026
1024|4761349348.612369|43.67192463449434|43.655883546683164
1024|4761349348.612369|44.9922690490694|44.97556367807992
1024|4761349348.612369|46.351705411837564|46.33431042090413
1024|4761349348.612369|47.75139904580647|47.733288178535624
1024|4761349348.612369|49.19254993465917|49.17369598273326
1024|4761349348.612369|50.67639375443198|50.65676852420499
1024|4761349348.612369|52.20420293589298|52.18377721384133
1024|4761349348.612369|53.777287758534904|53.7560312755245
1024|4761349348.612369|55.3969974771231|55.37487887145285
1024|4761349348.612369|57.06472148176767|57.04170826094835
1024|4761349348.612369|58.781890492517164|58.75794899374299
1024|4761349348.612369|60.5499777895015|60.525073138770495
1024|4761349348.612369|62.37050047968173|62.34459654951951
1024|4761349348.612369|64.24502080129653|64.21808016703648
1024|4761349348.612369|66.17514746712675|66.14713136169823
1024|4761349348.612369|68.1625370477337|68.13340531490817
1024|4761349348.612369|70.20889539586057|70.17860644190378
1024|4761349348.612369|72.31597911322193|72.28448985689894
1024|4761349348.612369|74.48559706094314|74.45286288182069
1024|4761349348.612369|76.71961191494822|76.68558659993758
1024|4761349348.612369|79.01994176763426|78.98457745571551
1024|4761349348.612369|81.38856177720955|81.35180890227652
1024|4761349348.612369|83.82750586611415|83.78931309787698
1024|4761349348.612369|86.33886846998347|86.29918265286386
1024|4761349348.612369|88.92480633865904|88.88357242861099
1024|4761349348.612369|91.58754039079528|91.54470138998221
1024|4761349348.612369|94.32935762365761|94.28485451291387
1024|4761349348.612369|97.15261307975418|97.10638474875711
1024|4761349348.612369|100.05973187199204|100.01171504706835
1024|4761349348.612369|103.05321126910111|103.00334043858808
1024|4761349348.612369|106.1356228431173|106.08383018019777
1024|4761349348.612369|109.30961468077335|109.25582996369984
1024|4761349348.612369|112.57791366069851|112.52206419031967
1024|4761349348.612369|115.9433277983858|115.88533831288511
1024|4761349348.612369|119.40874866094342|119.34854124769734
1024|4761349348.612369|122.97715385370715|122.91464785816689
1024|4761349348.612369|126.6516095808526|126.58672151235007
1024|4761349348.612369|130.43527328220887|130.36791671658492
1024|4761349348.612369|134.33139634854223|134.26148182749102
1024|4761349348.612369|138.34332691764425|138.2707618446649
1024|4761349348.612369|142.47451275362977|142.3992012864721
1024|4761349348.612369|146.72850421192058|146.650347151409
1024|4761349348.612369|151.10895729246496|151.02785196757964
1024|4761349348.612369|155.61963678381937|155.53547693291046
1024|4761349348.612369|160.26441950079524|160.17709514880224
1024|4761349348.612369|165.04729761845678|164.9566949499999
1024|4761349348.612369|169.97238210533595|169.87838333354293
1024|4761349348.612369|175.04390625881817|174.94638948974483
1024|4761349348.612369|180.26622934573882|180.16506843823743
1024|4761349348.612369|185.64384035132173|185.5389047722063
1024|4761349348.612369|191.18136183968406|191.07251651403678
1024|4761349348.612369|196.88355392922756|196.77065908568534
1024|4761349348.612369|202.7553183863353|202.63822939719046
1024|4761349348.612369|208.80170284089462|208.6802700568374
1024|4761349348.612369|215.027905127272|214.9019737065987
1024|4761349348.612369|221.43927775447247|221.30868748657554
1024|4761349348.612369|228.04133250932983|227.9059176322803
1024|4761349348.612369|234.83974519668422|234.6993342087125
1024|4761349348.612369|241.84036052062604|241.69477598529818
1024|4761349348.612369|249.04919711100283|248.8982554558849
1024|4761349348.612369|256.47245269951316|256.31596400810787
1024|4761349348.612369|264.11650944983757|263.9542772465722
1024|4761349348.612369|271.9879394463932|271.81976047442816
1024|4761349348.612369|280.0935103464306|279.91917433805247
1024|4761349348.612369|288.4401912003339|288.2594806396887
1024|4761349348.612369|297.03515844513186|296.84784832304507
1024|4761349348.612369|305.88580207637176|305.6916596369953
1024|4761349348.612369|314.99973200366753|314.79851648268306
1024|4761349348.612369|324.38478459538425|324.1762469494861
1024|4761349348.612369|334.0490294180914|333.83291204546083
1024|4761349348.612369|344.0007761765788|343.7768126280537
1024|4761349348.612369|354.24858186040484|354.0164965410379
1024|4761349348.612369|364.8012581031231|364.56076596381314
1024|4761349348.612369|375.6678787605167|375.41868497938583
1024|4761349348.612369|386.85778771435844|386.5995873675378
1024|4761349348.612369|398.3806069084072|398.113084629884
1024|4761349348.612369|410.2462446235528|409.96907425371825
1024|4761349348.612369|422.46490399922675|422.17774822175375
1024|4761349348.612369|435.0470918084066|434.7496017750742
1024|4761349348.612369|448.00362749375984|447.69544243682884
1024|4761349348.612369|461.3456524727038|461.0263993044337
1024|4761349348.612369|475.0846397193772|474.753932618264
1024|4761349348.612369|489.2324036317701|488.8898436150677
1024|4761349348.612369|503.80111019249455|503.4462846745716
1024|4761349348.612369|518.8032874319379|518.4357697680039
1024|4761349348.612369|534.2518362027952|533.8711852175169
1024|4761349348.612369|550.1600412752477|549.7658007757612
1024|4761349348.612369|566.5415827623314|566.1332810351374
1024|4761349348.612369|583.4105478853188|582.9876971765345
1024|4761349348.612369|600.7814430892373|600.3435390676581
1024|4761349348.612369|618.6692065189384|618.2157277213486
1024|4761349348.612369|637.0892208664536|636.6196281246033
1024|4761349348.612369|656.0573266006809|655.5710624493308
1024|4761349348.612369|675.5898355907846|675.0863236561981
1024|4761349348.612369|695.7035451350225|695.1821895032655
1024|4761349348.612369|716.4157524070657|715.8759369714554
1024|4761349348.612369|737.7442693322378|737.1853571192574
1024|4761349348.612369|759.7074379064657|759.1287703794416
1024|4761349348.612369|782.3241459711173|781.7250423109326
1024|4761349348.612369|805.6138434572946|804.9935998193887
1024|4761349348.612369|829.5965591135504|828.9544478604303
1024|4761349348.612369|854.2929177314186|853.6281866398821
1024|4761349348.612369|879.7241578835705|879.0360293258154
1024|4761349348.612369|905.9121501898524|905.1998202876223
1024|4761349348.612369|932.8794161269146|932.1420538777974
1024|4761349348.612369|960.6491473976133|959.8858937725879
1024|4761349348.612369|989.245225876836|988.4551928881273
1024|4761349348.612369|1018.6922441509099|1017.8745138891851
1024|4761349348.612369|1049.015526668258|1048.1691503081652
1024|4761349348.612369|1080.2411515194915|1079.3651482925084
1024|4761349348.612369|1112.3959728656716|1111.4893289992008
1024|4761349348.612369|1145.5076440340326|1144.5693116556401
1024|4761349348.612369|1179.6046413010217|1178.63353730669
1024|4761349348.612369|1214.7162883831197|1213.7112932683387
1024|4761349348.612369|1250.8727816565006|1249.8327383089893
1024|4761349348.612369|1288.1052161272191|1287.028928580029
1024|4761349348.612369|1326.4456121742676|1325.3318443179783
1024|4761349348.612369|1365.9269430884933|1364.7744173411722
1024|4761349348.612369|1406.583163431071|1405.390559364621
1024|4761349348.612369|1448.4492382359135|1447.2151911573915
1024|4761349348.612369|1491.5611730811386|1490.2842725675828
1024|4761349348.612369|1535.9560450554523|1534.6348334407064
1024|4761349348.612369|1581.6720346460859|1580.3050054580615
1024|4761349348.612369|1628.7484585757086|1627.3340549224733
1024|4761349348.612369|1677.2258036165558|1675.76241651959
1024|4761349348.612369|1727.1457614108576|1725.6317280837611
1024|4761349348.612369|1778.5512643275138|1776.984866398393
1024|4761349348.612369|1831.4865223858553|1829.8659840615614
1024|4761349348.612369|1885.9970612782422|1884.3205474485785
1024|4761349348.612369|1942.1297615242072|1940.3953758041534
1024|4761349348.612369|1999.9328987898161|1998.1386814977616
1024|4761349348.612369|2059.456185406921|2057.6001114768305
1024|4761349348.612369|2120.75081312801|2118.830789953386
1024|4761349348.612369|2183.869497153441|2181.883362360862
1024|4761349348.612369|2248.866521468901|2246.812040618864
1024|4761349348.612369|2315.797785532106|2313.6726497448117
1024|4761349348.612369|2384.7208523488775|2382.522675852531
1024|4761349348.612369|2455.6949979799565|2453.4213155790694
1024|4761349348.612369|2528.7812625211204|2526.429526982231
1024|4761349348.612369|2604.042502600459|2601.6100819525914
1024|4761349348.612369|2681.5434454379542|2679.0276201850606
1024|4761349348.612369|2761.350744513856|2758.7487047563945
1024|4761349348.612369|2843.533036893745|2840.841879356447
1024|4761349348.612369|2928.1610022595405|2925.377727222348
1024|4761349348.612369|3015.3074236973125|3012.428931826336
1024|4761349348.612369|3105.0472502940697|3102.070339369347
1024|4761349348.612369|3197.457661597437|3194.379023134154
1024|4761349348.612369|3292.618133993629|3289.4343497533578
1024|4761349348.612369|3390.6105090608157|3387.3180474492187
1024|4761349348.612369|3491.5190639566695|3488.1142763039975
1024|4761349348.612369|3595.4305839006183|3591.909700621225
1024|4761349348.612369|3702.434436813161|3698.793563440118
1024|4761349348.612369|3812.622650176424|3808.8577632672072
1024|4761349348.612369|3926.089990182064|3922.1969330911566
1024|4761349348.612369|4042.9340432346007|4038.9085217487045
1024|4761349348.612369|4163.255299880261|4159.0928777116915
1024|4761349348.612369|4287.157241233519|4282.853335367214
1024|4761349348.612369|4414.746427975681|4410.296303865081
1024|4761349348.612369|4546.132592002031|4541.531358608983
1024|4761349348.612369|4681.428730796375|4676.671335470014
1024|4761349348.612369|4820.751204614152|4815.8324278035725
1024|4761349348.612369|4964.2198365576805|4959.134286353044
1024|4761349348.612369|5111.958015629626|5106.700122126174
1024|4761349348.612369|5264.09280285331|5258.6568123325715
1024|4761349348.612369|5420.755040551124|5415.135009473441
1024|4761349348.612369|5582.079464875052|5576.269253677334
1024|4761349348.612369|5748.204821686063|5742.198088378506
1024|4761349348.612369|5919.273985882051|5913.064179437343
1024|4761349348.612369|6095.434084276937|6089.014437805271
1024|4761349348.612369|6276.836622136624|6270.200145839629
1024|4761349348.612369|6463.637613480621|6456.777087377099
1024|4761349348.612369|6655.997715261429|6648.905681677541
1024|4761349348.612369|6854.082365537049|6846.751121353388
1024|4761349348.612369|7058.061925755472|7050.483514403207
1024|4761349348.612369|7268.111827273531|7260.278030471533
1024|4761349348.612369|7484.412722236108|7476.315051460745
1024|4761349348.612369|7707.150638945449|7698.7803266244655
1024|4761349348.612369|7936.517141854265|7927.865132275852
1024|4761349348.612369|8172.709496320154|8163.766436248085
1024|4761349348.612369|8415.930838263095|8406.687067248455
1024|4761349348.612369|8666.390348871872|8656.835889251677
1024|4761349348.612369|8924.303434509766|8914.427981082355
1024|4761349348.612369|9189.891911974139|9179.684821341025
1024|4761349348.612369|9463.384199269336|9452.834478832752
1024|4761349348.612369|9745.015512056912|9734.111808662035
1024|4761349348.612369|10035.028065952192|10023.758654162617
1024|4761349348.612369|10333.671284841084|10322.024054835807
1024|4761349348.612369|10641.2020153964|10629.164460476124
1024|4761349348.612369|10957.884747978076|10945.443951668352
1024|4761349348.612369|11283.991844107355|11271.134466845597
1024|4761349348.612369|11619.803770710534|11606.516036103567
1024|4761349348.612369|11965.609341333742|11951.87702197212
1024|4761349348.612369|12321.705964536208|12307.514367351088
1024|4761349348.612369|12688.399899675653|12673.73385082358
1024|4761349348.612369|13066.006520305797|13050.85034956616
1024|4761349348.612369|13454.850585412387|13439.18811008224
1024|4761349348.612369|13855.266518721499|13839.08102699109
1024|4761349348.612369|14267.598696319375|14250.872930112473
1024|4761349348.612369|14692.201742832494|14674.917880093572
1024|4761349348.612369|15129.440836421089|15111.580472832475
1024|4761349348.612369|15579.692022850015|15561.236152959926
1024|4761349348.612369|16043.342538905448|16024.271536648874
1024|4761349348.612369|16520.79114543723|16501.084744029402
1024|4761349348.612369|17012.448470311596|16992.08574149481
1024|4761349348.612369|17518.737361570977|17497.69669419321
1024|4761349348.612369|18040.093251102826|18018.352329007666
1024|4761349348.612369|18576.964529132107|18554.500308336996
1024|4761349348.612369|19129.812929857555|19106.601614998628
1024|4761349348.612369|19699.11392856542|19675.130948584418
1024|4761349348.612369|20285.357150560165|20260.57713361023
1024|4761349348.612369|20889.0467922659|20863.44353981024
1024|4761349348.612369|21510.702054858575|21484.248514937277
1024|4761349348.612369|22150.857590804113|22123.52583044138
1024|4761349348.612369|22810.0639636842|22781.825140409732
1024|4761349348.612369|23488.88812170761|23459.7124541626
1024|4761349348.612369|24187.913885311835|24157.770622911587
1024|4761349348.612369|24907.742449276917|24876.59984089866
1024|4761349348.612369|25648.992899780704|25616.818161446812
1024|4761349348.612369|26412.302746842935|26379.06202836609
1024|4761349348.612369|27198.328472613284|27163.986823171854
1024|4761349348.612369|28007.746095977796|27972.26742858581
1024|4761349348.612369|28841.251753966335|28804.5988088043
1024|4761349348.612369|29699.56230046413|29661.696607032765
1024|4761349348.612369|30583.415922739237|30544.29776080014
1024|4761349348.612369|31493.5727763193|31453.161135582242
1024|4761349348.612369|32430.815638760443|32389.068177278976
1024|4761349348.612369|33395.950582873855|33352.82358410626
1024|4761349348.612369|34389.80766998563|34345.255998480534
1024|4761349348.612369|35413.241663829736|35367.218719490505
1024|4761349348.612369|36467.13276568426|36419.59043656901
1024|4761349348.612369|37552.387371387194|37503.27598499552
1024|4761349348.612369|38669.93885087866|38619.20712387909
1024|4761349348.612369|39820.748350944334|39768.34333729053
1024|4761349348.612369|41005.80562184601|40951.672659232696
1024|4761349348.612369|42226.12986855485|42170.21252315822
1024|4761349348.612369|43482.770627314676|43425.01063676497
1024|4761349348.612369|44776.808668294|44717.145882821635
1024|4761349348.612369|46109.356925098335|46047.72924679769
1024|4761349348.612369|47481.56145194695|47417.90477209554
1024|4761349348.612369|48894.60240933252|48828.85054370609
1024|4761349348.612369|50349.69507901627|50281.779701133404
1024|4761349348.612369|51848.09090922646|51777.941481459566
1024|4761349348.612369|53391.078590964535|53318.622293446344
1024|4761349348.612369|54979.98516633885|54905.14682359737
1024|4761349348.612369|56616.17716988524|56538.879175131835
1024|4761349348.612369|58301.061803849996|58221.22404084848
1024|4761349348.612369|60036.08814845138|59953.627910889576
1024|4761349348.612369|61822.7484081568|61737.58031644174
1024|4761349348.612369|63662.57919504936|63574.61511044408
1024|4761349348.612369|65557.16285038694|65466.31178640441
1024|4761349348.612369|67508.12880549063|67414.29683645745
1024|4761349348.612369|69517.15498313283|69420.24514983279
1024|4761349348.612369|71585.96924063015|71485.88145293495
1024|4761349348.612369|73716.3508558826|73612.98179227376
1024|4761349348.612369|75910.13205763682|75803.37506152008
1024|4761349348.612369|78169.19960128941|78058.94457399988
1024|4761349348.612369|80495.49639158609|80381.6296819785
1024|4761349348.612369|82891.02315361152|82773.42744412785
1024|4761349348.612369|85357.84015350784|85236.39434260961
1024|4761349348.612369|87898.06897040096|87772.64805125131
1024|4761349348.612369|90513.89432105898|90384.36925633534
1024|4761349348.612369|93207.5659388522|93073.80353156643
1024|4761349348.612369|95981.40050863026|95843.26326882976
1024|4761349348.612369|98837.78365918076|98695.12966639975
1024|4761349348.612369|101779.17201498299|101631.85477630899
1024|4761349348.612369|104808.09530902133|104655.96361263769
1024|4761349348.612369|107927.15855847533|107770.05632253637
1024|4761349348.612369|111139.04430515786|110976.81042184841
1024|4761349348.612369|114446.51492262809|114278.98309725458
1024|4761349348.612369|117852.41499196347|117679.41357691927
